datetime_from_utc;1/4h
02.04.2024 00:30;-2,71
02.04.2024 00:45;-3,61
02.04.2024 01:00;-3,04
02.04.2024 01:15;-3,15
02.04.2024 01:30;-2,32
02.04.2024 01:45;-2,63
02.04.2024 02:00;-2,27
02.04.2024 02:15;-2,63
02.04.2024 02:30;-2,09
02.04.2024 02:45;-2,3
02.04.2024 03:00;-2,21
02.04.2024 03:15;-2,66
02.04.2024 03:30;-3
02.04.2024 03:45;-3,74
02.04.2024 04:00;-3
02.04.2024 04:15;-3,58
02.04.2024 04:30;-4,08
02.04.2024 04:45;-3,93
02.04.2024 05:00;-4,9
02.04.2024 05:15;-5,53
02.04.2024 05:30;-5,14
02.04.2024 05:45;-5,92
02.04.2024 06:00;-4,64
02.04.2024 06:15;-5,01
02.04.2024 06:30;-3,68
02.04.2024 06:45;-3,14
02.04.2024 07:00;-3,11
02.04.2024 07:15;-3,02
02.04.2024 07:30;-3,5
02.04.2024 07:45;-1,16
02.04.2024 08:00;2,73
02.04.2024 08:15;3,51
02.04.2024 08:30;2,52
02.04.2024 08:45;10,26
02.04.2024 09:00;3,93
02.04.2024 09:15;5,92
02.04.2024 09:30;6,47
02.04.2024 09:45;4,55
02.04.2024 10:00;8,19
02.04.2024 10:15;6,09
02.04.2024 10:30;7,16
02.04.2024 10:45;-1,9
02.04.2024 11:00;2,19
02.04.2024 11:15;3,05
02.04.2024 11:30;-4,49
02.04.2024 11:45;3,95
02.04.2024 12:00;7,66
02.04.2024 12:15;4
02.04.2024 12:30;3,97
02.04.2024 12:45;2,97
02.04.2024 13:00;13,01
02.04.2024 13:15;10,03
02.04.2024 13:30;9,62
02.04.2024 13:45;7,96
02.04.2024 14:00;6,81
02.04.2024 14:15;-2,12
02.04.2024 14:30;-5,12
02.04.2024 14:45;2,59
02.04.2024 15:00;4,92
02.04.2024 15:15;1,12
02.04.2024 15:30;0,47
02.04.2024 15:45;0,86
02.04.2024 16:00;2,08
02.04.2024 16:15;0,46
02.04.2024 16:30;-1
02.04.2024 16:45;-2,3
02.04.2024 17:00;-3,39
02.04.2024 17:15;-3,25
02.04.2024 17:30;-4,56
02.04.2024 17:45;-6,23
02.04.2024 18:00;-6,65
02.04.2024 18:15;-6,22
02.04.2024 18:30;-5,93
02.04.2024 18:45;-6,98
02.04.2024 19:00;-9,45
02.04.2024 19:15;-9,09
02.04.2024 19:30;-10,13
02.04.2024 19:45;-9,92
02.04.2024 20:00;-9,92
02.04.2024 20:15;-14,24
02.04.2024 20:30;-14,5
02.04.2024 20:45;-14,83
02.04.2024 21:00;-12,15
02.04.2024 21:15;-11,68
02.04.2024 21:30;-10,79
02.04.2024 21:45;-11,23
02.04.2024 22:00;-10,82
02.04.2024 22:15;-10,35
02.04.2024 22:30;-10,2
02.04.2024 22:45;-10,36
02.04.2024 23:00;-10,56
02.04.2024 23:15;-6,52
02.04.2024 23:30;-5,03
02.04.2024 23:45;-3,63
03.04.2024 00:00;-3,57
03.04.2024 00:15;-2,78
03.04.2024 00:30;-3,15
03.04.2024 00:45;-3,3
03.04.2024 01:00;-3,51
03.04.2024 01:15;-3,26
03.04.2024 01:30;-3,27
03.04.2024 01:45;-3,34
03.04.2024 02:00;-3,41
03.04.2024 02:15;-3,41
03.04.2024 02:30;-2,86
03.04.2024 02:45;-3,65
03.04.2024 03:00;-3,18
03.04.2024 03:15;-4,73
03.04.2024 03:30;-5,32
03.04.2024 03:45;-4,32
03.04.2024 04:00;-4,01
03.04.2024 04:15;-4,27
03.04.2024 04:30;-4,05
03.04.2024 04:45;-4,12
03.04.2024 05:00;-5,39
03.04.2024 05:15;-6,38
03.04.2024 05:30;-5,89
03.04.2024 05:45;-6,35
03.04.2024 06:00;-3,06
03.04.2024 06:15;-0,79
03.04.2024 06:30;-1,38
03.04.2024 06:45;-2,24
03.04.2024 07:00;-1,44
03.04.2024 07:15;-0,33
03.04.2024 07:30;2,1
03.04.2024 07:45;2,68
03.04.2024 08:00;3,05
03.04.2024 08:15;2,84
03.04.2024 08:30;4,22
03.04.2024 08:45;3,2
03.04.2024 09:00;4,76
03.04.2024 09:15;5,23
03.04.2024 09:30;6,53
03.04.2024 09:45;8,41
03.04.2024 10:00;7,95
03.04.2024 10:15;9,37
03.04.2024 10:30;8,67
03.04.2024 10:45;8,66
03.04.2024 11:00;7,29
03.04.2024 11:15;6,45
03.04.2024 11:30;4,73
03.04.2024 11:45;1,66
03.04.2024 12:00;-0,59
03.04.2024 12:15;2,35
03.04.2024 12:30;2,98
03.04.2024 12:45;1,01
03.04.2024 13:00;1,85
03.04.2024 13:15;-3,03
03.04.2024 13:30;-4,79
03.04.2024 13:45;-5,42
03.04.2024 14:00;-3,77
03.04.2024 14:15;-3,93
03.04.2024 14:30;-4,61
03.04.2024 14:45;-5,05
03.04.2024 15:00;-4,93
03.04.2024 15:15;-6,23
03.04.2024 15:30;-6
03.04.2024 15:45;-2,36
03.04.2024 16:00;-1,84
03.04.2024 16:15;-1,56
03.04.2024 16:30;-1,52
03.04.2024 16:45;-3,02
03.04.2024 17:00;-3,64
03.04.2024 17:15;-4,72
03.04.2024 17:30;-5,07
03.04.2024 17:45;-5,02
03.04.2024 18:00;-5,16
03.04.2024 18:15;-5,25
03.04.2024 18:30;-5,72
03.04.2024 18:45;-5,79
03.04.2024 19:00;-8,09
03.04.2024 19:15;-8,19
03.04.2024 19:30;-8,6
03.04.2024 19:45;-7,82
03.04.2024 20:00;-7,81
03.04.2024 20:15;-11,8
03.04.2024 20:30;-12,91
03.04.2024 20:45;-12,48
03.04.2024 21:00;-14,61
03.04.2024 21:15;-13,98
03.04.2024 21:30;-12,24
03.04.2024 21:45;-10,88
03.04.2024 22:00;-10,09
03.04.2024 22:15;-10,36
03.04.2024 22:30;-10,2
03.04.2024 22:45;-10,35
03.04.2024 23:00;-9,5
03.04.2024 23:15;-5,53
03.04.2024 23:30;-3,68
03.04.2024 23:45;-2,28
04.04.2024 00:00;-2,25
04.04.2024 00:15;-2,87
04.04.2024 00:30;-2,28
04.04.2024 00:45;-3,24
04.04.2024 01:00;-2,99
04.04.2024 01:15;-3,3
04.04.2024 01:30;-2,78
04.04.2024 01:45;-2,53
04.04.2024 02:00;-2,73
04.04.2024 02:15;-3,41
04.04.2024 02:30;-2,42
04.04.2024 02:45;-3,03
04.04.2024 03:00;-2,93
04.04.2024 03:15;-3,17
04.04.2024 03:30;-2,68
04.04.2024 03:45;-3,32
04.04.2024 04:00;-2,82
04.04.2024 04:15;-3,42
04.04.2024 04:30;-3,59
04.04.2024 04:45;-4,55
04.04.2024 05:00;-5,58
04.04.2024 05:15;-5,55
04.04.2024 05:30;-6,96
04.04.2024 05:45;-5,64
04.04.2024 06:00;-2,86
04.04.2024 06:15;-3,23
04.04.2024 06:30;-7,91
04.04.2024 06:45;-6,26
04.04.2024 07:00;-6,11
04.04.2024 07:15;-3,9
04.04.2024 07:30;-2,39
04.04.2024 07:45;1,89
04.04.2024 08:00;-0,36
04.04.2024 08:15;-0,38
04.04.2024 08:30;-5,54
04.04.2024 08:45;-3,36
04.04.2024 09:00;-0,22
04.04.2024 09:15;0,04
04.04.2024 09:30;0,46
04.04.2024 09:45;-4,74
04.04.2024 10:00;-8,73
04.04.2024 10:15;-11,51
04.04.2024 10:30;-9,66
04.04.2024 10:45;-7,32
04.04.2024 11:00;0,6
04.04.2024 11:15;-1,06
04.04.2024 11:30;0,89
04.04.2024 11:45;1,55
04.04.2024 12:00;-6,47
04.04.2024 12:15;2,61
04.04.2024 12:30;4,38
04.04.2024 12:45;0,48
04.04.2024 13:00;0,27
04.04.2024 13:15;3,45
04.04.2024 13:30;-4,68
04.04.2024 13:45;2,4
04.04.2024 14:00;9,29
04.04.2024 14:15;7,36
04.04.2024 14:30;5
04.04.2024 14:45;4,14
04.04.2024 15:00;0,75
04.04.2024 15:15;0,67
04.04.2024 15:30;-1,34
04.04.2024 15:45;-3,96
04.04.2024 16:00;-3,96
04.04.2024 16:15;-5,98
04.04.2024 16:30;-8,98
04.04.2024 16:45;-9,24
04.04.2024 17:00;-9,5
04.04.2024 17:15;-9,56
04.04.2024 17:30;-9,91
04.04.2024 17:45;-9,82
04.04.2024 18:00;-10,13
04.04.2024 18:15;-12,29
04.04.2024 18:30;-12,72
04.04.2024 18:45;-12,07
04.04.2024 19:00;-10,02
04.04.2024 19:15;-7,45
04.04.2024 19:30;-5,54
04.04.2024 19:45;-6,63
04.04.2024 20:00;-5,61
04.04.2024 20:15;-6,31
04.04.2024 20:30;-5,89
04.04.2024 20:45;-5,98
04.04.2024 21:00;-5,48
04.04.2024 21:15;-5,3
04.04.2024 21:30;-5,39
04.04.2024 21:45;-6,58
04.04.2024 22:00;-6,92
04.04.2024 22:15;-5,57
04.04.2024 22:30;-3,73
04.04.2024 22:45;-2,88
04.04.2024 23:00;-2,74
04.04.2024 23:15;-2,11
04.04.2024 23:30;-3,59
04.04.2024 23:45;-5,05
05.04.2024 00:00;-5,33
05.04.2024 00:15;-4,93
05.04.2024 00:30;-4,72
05.04.2024 00:45;-5,65
05.04.2024 01:00;-5,71
05.04.2024 01:15;-5,85
05.04.2024 01:30;-5,51
05.04.2024 01:45;-5,39
05.04.2024 02:00;-5,84
05.04.2024 02:15;-5,43
05.04.2024 02:30;-5,35
05.04.2024 02:45;-6,06
05.04.2024 03:00;-5,69
05.04.2024 03:15;-5,73
05.04.2024 03:30;-6,16
05.04.2024 03:45;-5,99
05.04.2024 04:00;-5,7
05.04.2024 04:15;-6,38
05.04.2024 04:30;-6,89
05.04.2024 04:45;-6,15
05.04.2024 05:00;-6,95
05.04.2024 05:15;-8,24
05.04.2024 05:30;-9,02
05.04.2024 05:45;-9,2
05.04.2024 06:00;-7,44
05.04.2024 06:15;-4,11
05.04.2024 06:30;-1
05.04.2024 06:45;-0,55
05.04.2024 07:00;-0,43
05.04.2024 07:15;1,31
05.04.2024 07:30;0,77
05.04.2024 07:45;0,22
05.04.2024 08:00;-0,64
05.04.2024 08:15;2,06
05.04.2024 08:30;0,59
05.04.2024 08:45;2,92
05.04.2024 09:00;2,4
05.04.2024 09:15;0,56
05.04.2024 09:30;10
05.04.2024 09:45;13,52
05.04.2024 10:00;11,4
05.04.2024 10:15;11,28
05.04.2024 10:30;0,61
05.04.2024 10:45;2,2
05.04.2024 11:00;4,64
05.04.2024 11:15;6,61
05.04.2024 11:30;5,65
05.04.2024 11:45;-2,52
05.04.2024 12:00;-8,09
05.04.2024 12:15;-2,69
05.04.2024 12:30;0,86
05.04.2024 12:45;1,57
05.04.2024 13:00;-0,17
05.04.2024 13:15;1,68
05.04.2024 13:30;2,34
05.04.2024 13:45;4,87
05.04.2024 14:00;0,85
05.04.2024 14:15;6,01
05.04.2024 14:30;4,33
05.04.2024 14:45;7,19
05.04.2024 15:00;4,72
05.04.2024 15:15;3,72
05.04.2024 15:30;2,77
05.04.2024 15:45;1,64
05.04.2024 16:00;-1
05.04.2024 16:15;-2,16
05.04.2024 16:30;-5,65
05.04.2024 16:45;-9,69
05.04.2024 17:00;-10,28
05.04.2024 17:15;-10,27
05.04.2024 17:30;-10,25
05.04.2024 17:45;-10,83
05.04.2024 18:00;-10,63
05.04.2024 18:15;-11,48
05.04.2024 18:30;-13,3
05.04.2024 18:45;-14,05
05.04.2024 19:00;-13,17
05.04.2024 19:15;-12,92
05.04.2024 19:30;-10,81
05.04.2024 19:45;-8,28
05.04.2024 20:00;-9,17
05.04.2024 20:15;-6,26
05.04.2024 20:30;-6,12
05.04.2024 20:45;-5,57
05.04.2024 21:00;-5,94
05.04.2024 21:15;-5,8
05.04.2024 21:30;-5,74
05.04.2024 21:45;-5,72
05.04.2024 22:00;-5,43
05.04.2024 22:15;-5,78
05.04.2024 22:30;-5,51
05.04.2024 22:45;-3,84
05.04.2024 23:00;-3,92
05.04.2024 23:15;-3,99
05.04.2024 23:30;-2,71
05.04.2024 23:45;-2,62
06.04.2024 00:00;-2,24
06.04.2024 00:15;-2,4
06.04.2024 00:30;-2,43
06.04.2024 00:45;-6,79
06.04.2024 01:00;-7,51
06.04.2024 01:15;-7,11
06.04.2024 01:30;-6,42
06.04.2024 01:45;-6,59
06.04.2024 02:00;-7,77
06.04.2024 02:15;-6,93
06.04.2024 02:30;-6,92
06.04.2024 02:45;-6,42
06.04.2024 03:00;-2,5
06.04.2024 03:15;-2,69
06.04.2024 03:30;-3,31
06.04.2024 03:45;-2,16
06.04.2024 04:00;-2,55
06.04.2024 04:15;-2,76
06.04.2024 04:30;-2,97
06.04.2024 04:45;-3,28
06.04.2024 05:00;-3,05
06.04.2024 05:15;-2,54
06.04.2024 05:30;-1,59
06.04.2024 05:45;-1,13
06.04.2024 06:00;-0,94
06.04.2024 06:15;0,43
06.04.2024 06:30;2,05
06.04.2024 06:45;-1,03
06.04.2024 07:00;1,93
06.04.2024 07:15;3,05
06.04.2024 07:30;2,01
06.04.2024 07:45;3,03
06.04.2024 08:00;-0,65
06.04.2024 08:15;-0,26
06.04.2024 08:30;3,45
06.04.2024 08:45;7,04
06.04.2024 09:00;2,1
06.04.2024 09:15;1,92
06.04.2024 09:30;4
06.04.2024 09:45;7,95
06.04.2024 10:00;5,73
06.04.2024 10:15;10,14
06.04.2024 10:30;10,49
06.04.2024 10:45;10,37
06.04.2024 11:00;10,41
06.04.2024 11:15;9,06
06.04.2024 11:30;9,24
06.04.2024 11:45;8,81
06.04.2024 12:00;7,07
06.04.2024 12:15;8,76
06.04.2024 12:30;9,13
06.04.2024 12:45;7,92
06.04.2024 13:00;7,47
06.04.2024 13:15;4,01
06.04.2024 13:30;3,44
06.04.2024 13:45;2,69
06.04.2024 14:00;0,15
06.04.2024 14:15;-2,55
06.04.2024 14:30;-2,12
06.04.2024 14:45;-4,62
06.04.2024 15:00;-1,63
06.04.2024 15:15;-3,48
06.04.2024 15:30;-4,05
06.04.2024 15:45;-5,05
06.04.2024 16:00;-6,41
06.04.2024 16:15;-7,61
06.04.2024 16:30;-9,78
06.04.2024 16:45;-12,95
06.04.2024 17:00;-13,83
06.04.2024 17:15;-14,47
06.04.2024 17:30;-14,76
06.04.2024 17:45;-14,34
06.04.2024 18:00;-13,96
06.04.2024 18:15;-14,77
06.04.2024 18:30;-12,98
06.04.2024 18:45;-11,44
06.04.2024 19:00;-11,32
06.04.2024 19:15;-11,55
06.04.2024 19:30;-11,23
06.04.2024 19:45;-9,67
06.04.2024 20:00;-8,68
06.04.2024 20:15;-9,93
06.04.2024 20:30;-8,99
06.04.2024 20:45;-8,19
06.04.2024 21:00;-8,36
06.04.2024 21:15;-8,23
06.04.2024 21:30;-9,06
06.04.2024 21:45;-6,69
06.04.2024 22:00;-4,94
06.04.2024 22:15;-5,35
06.04.2024 22:30;-5,1
06.04.2024 22:45;-5,32
06.04.2024 23:00;-4,99
06.04.2024 23:15;-5,35
06.04.2024 23:30;-6,53
06.04.2024 23:45;-6,64
07.04.2024 00:00;-6,42
07.04.2024 00:15;-7,04
07.04.2024 00:30;-5,81
07.04.2024 00:45;-5,59
07.04.2024 01:00;-5,9
07.04.2024 01:15;-5,43
07.04.2024 01:30;-5,02
07.04.2024 01:45;-5,49
07.04.2024 02:00;-5,74
07.04.2024 02:15;-5,7
07.04.2024 02:30;-5,16
07.04.2024 02:45;-5,4
07.04.2024 03:00;-5,31
07.04.2024 03:15;-5,11
07.04.2024 03:30;-5,13
07.04.2024 03:45;-5,2
07.04.2024 04:00;-5,12
07.04.2024 04:15;-5,67
07.04.2024 04:30;-5,55
07.04.2024 04:45;-4,91
07.04.2024 05:00;-5,04
07.04.2024 05:15;-5,81
07.04.2024 05:30;-7,02
07.04.2024 05:45;-5,3
07.04.2024 06:00;-3,94
07.04.2024 06:15;-2,87
07.04.2024 06:30;-2,4
07.04.2024 06:45;-1,28
07.04.2024 07:00;-0,13
07.04.2024 07:15;2,31
07.04.2024 07:30;0,65
07.04.2024 07:45;-0,11
07.04.2024 08:00;3,14
07.04.2024 08:15;6,53
07.04.2024 08:30;8,35
07.04.2024 08:45;6,84
07.04.2024 09:00;8,14
07.04.2024 09:15;8,44
07.04.2024 09:30;9,53
07.04.2024 09:45;7,35
07.04.2024 10:00;9,29
07.04.2024 10:15;7,12
07.04.2024 10:30;6,67
07.04.2024 10:45;6,77
07.04.2024 11:00;6,34
07.04.2024 11:15;7,12
07.04.2024 11:30;6,86
07.04.2024 11:45;7,23
07.04.2024 12:00;5,63
07.04.2024 12:15;6,2
07.04.2024 12:30;5
07.04.2024 12:45;4,17
07.04.2024 13:00;4,11
07.04.2024 13:15;3,97
07.04.2024 13:30;4,71
07.04.2024 13:45;5
07.04.2024 14:00;5,54
07.04.2024 14:15;5,26
07.04.2024 14:30;4,11
07.04.2024 14:45;3,94
07.04.2024 15:00;3,35
07.04.2024 15:15;1,47
07.04.2024 15:30;1,11
07.04.2024 15:45;-0,45
07.04.2024 16:00;-2,53
07.04.2024 16:15;-3
07.04.2024 16:30;-3,41
07.04.2024 16:45;-4,85
07.04.2024 17:00;-8,32
07.04.2024 17:15;-9,83
07.04.2024 17:30;-9,85
07.04.2024 17:45;-9,07
07.04.2024 18:00;-7,26
07.04.2024 18:15;-7,02
07.04.2024 18:30;-7,26
07.04.2024 18:45;-7,02
07.04.2024 19:00;-7,09
07.04.2024 19:15;-7,1
07.04.2024 19:30;-6,39
07.04.2024 19:45;-6,54
07.04.2024 20:00;-6,75
07.04.2024 20:15;-6,13
07.04.2024 20:30;-2,58
07.04.2024 20:45;-2,82
07.04.2024 21:00;-2,31
07.04.2024 21:15;-2,74
07.04.2024 21:30;-2,42
07.04.2024 21:45;-2,4
07.04.2024 22:00;-2,15
07.04.2024 22:15;-2,4
07.04.2024 22:30;-2,6
07.04.2024 22:45;-2,99
07.04.2024 23:00;-1,96
07.04.2024 23:15;-2,2
07.04.2024 23:30;-2,2
07.04.2024 23:45;-2,15
08.04.2024 00:00;-2,8
08.04.2024 00:15;-2,79
08.04.2024 00:30;-2,77
08.04.2024 00:45;-4,89
08.04.2024 01:00;-5,31
08.04.2024 01:15;-4,89
08.04.2024 01:30;-3,09
08.04.2024 01:45;-2,52
08.04.2024 02:00;-2,37
08.04.2024 02:15;-2,72
08.04.2024 02:30;-8,17
08.04.2024 02:45;-9,8
08.04.2024 03:00;-9,98
08.04.2024 03:15;-10,04
08.04.2024 03:30;-9,79
08.04.2024 03:45;-9,76
08.04.2024 04:00;-10,1
08.04.2024 04:15;-11,25
08.04.2024 04:30;-11,13
08.04.2024 04:45;-12,19
08.04.2024 05:00;-8,36
08.04.2024 05:15;-6,69
08.04.2024 05:30;-5,13
08.04.2024 05:45;-4,24
08.04.2024 06:00;-3,28
08.04.2024 06:15;-4,78
08.04.2024 06:30;-3,02
08.04.2024 06:45;-2,46
08.04.2024 07:00;-2,3
08.04.2024 07:15;4,33
08.04.2024 07:30;4,5
08.04.2024 07:45;4,84
08.04.2024 08:00;6,51
08.04.2024 08:15;7,17
08.04.2024 08:30;9,8
08.04.2024 08:45;11,59
08.04.2024 09:00;7,49
08.04.2024 09:15;7,28
08.04.2024 09:30;8,82
08.04.2024 09:45;5,54
08.04.2024 10:00;8,14
08.04.2024 10:15;8,13
08.04.2024 10:30;5,47
08.04.2024 10:45;6,36
08.04.2024 11:00;4,51
08.04.2024 11:15;3,94
08.04.2024 11:30;0,88
08.04.2024 11:45;-2,76
08.04.2024 12:00;6,37
08.04.2024 12:15;4,03
08.04.2024 12:30;3,11
08.04.2024 12:45;3,14
08.04.2024 13:00;3,09
08.04.2024 13:15;5,47
08.04.2024 13:30;-2,09
08.04.2024 13:45;-4,6
08.04.2024 14:00;-2,71
08.04.2024 14:15;-3,69
08.04.2024 14:30;-4,58
08.04.2024 14:45;-5,02
08.04.2024 15:00;-6,02
08.04.2024 15:15;-5,35
08.04.2024 15:30;-9,5
08.04.2024 15:45;-11,34
08.04.2024 16:00;-10,95
08.04.2024 16:15;-12,17
08.04.2024 16:30;-12,08
08.04.2024 16:45;-10,73
08.04.2024 17:00;-9,88
08.04.2024 17:15;-10,55
08.04.2024 17:30;-9,99
08.04.2024 17:45;-9,27
08.04.2024 18:00;-10,3
08.04.2024 18:15;-10
08.04.2024 18:30;-8,27
08.04.2024 18:45;-2,58
08.04.2024 19:00;-2,46
08.04.2024 19:15;-2,67
08.04.2024 19:30;-2,39
08.04.2024 19:45;-2,55
08.04.2024 20:00;-2,1
08.04.2024 20:15;-2,3
08.04.2024 20:30;-2,17
08.04.2024 20:45;-2,55
08.04.2024 21:00;-2,08
08.04.2024 21:15;-2,6
08.04.2024 21:30;-2,14
08.04.2024 21:45;-2,17
08.04.2024 22:00;-0,09
08.04.2024 22:15;0,23
08.04.2024 22:30;-0,24
08.04.2024 22:45;-4,79
08.04.2024 23:00;-4,64
08.04.2024 23:15;-4,53
08.04.2024 23:30;-4,5
08.04.2024 23:45;-4,63
09.04.2024 00:00;-4,69
09.04.2024 00:15;-4,88
09.04.2024 00:30;-4,23
09.04.2024 00:45;-2,45
09.04.2024 01:00;-0,69
09.04.2024 01:15;-0,28
09.04.2024 01:30;-0,66
09.04.2024 01:45;-1,94
09.04.2024 02:00;-1,28
09.04.2024 02:15;-1,84
09.04.2024 02:30;-1,51
09.04.2024 02:45;-1,93
09.04.2024 03:00;-0,91
09.04.2024 03:15;-0,99
09.04.2024 03:30;-3,39
09.04.2024 03:45;-2,94
09.04.2024 04:00;-3,45
09.04.2024 04:15;-5,93
09.04.2024 04:30;-5,15
09.04.2024 04:45;-5,81
09.04.2024 05:00;-6,06
09.04.2024 05:15;-6,97
09.04.2024 05:30;-9,27
09.04.2024 05:45;-10,52
09.04.2024 06:00;-8,68
09.04.2024 06:15;-7,52
09.04.2024 06:30;-6,4
09.04.2024 06:45;-5,74
09.04.2024 07:00;-4,64
09.04.2024 07:15;-4,69
09.04.2024 07:30;-3,93
09.04.2024 07:45;-3,76
09.04.2024 08:00;-1,55
09.04.2024 08:15;2,67
09.04.2024 08:30;5,16
09.04.2024 08:45;5,69
09.04.2024 09:00;6,24
09.04.2024 09:15;7,41
09.04.2024 09:30;8,13
09.04.2024 09:45;8,22
09.04.2024 10:00;10,38
09.04.2024 10:15;9,07
09.04.2024 10:30;8,04
09.04.2024 10:45;7,87
09.04.2024 11:00;9,71
09.04.2024 11:15;7,34
09.04.2024 11:30;5,78
09.04.2024 11:45;7,55
09.04.2024 12:00;9,03
09.04.2024 12:15;7,17
09.04.2024 12:30;3,19
09.04.2024 12:45;01,03,1965
09.04.2024 13:00;3,05
09.04.2024 13:15;4,74
09.04.2024 13:30;4,35
09.04.2024 13:45;2,53
09.04.2024 14:00;1,69
09.04.2024 14:15;3,24
09.04.2024 14:30;2,05
09.04.2024 14:45;1,22
09.04.2024 15:00;01,04,1979
09.04.2024 15:15;3,74
09.04.2024 15:30;2,7
09.04.2024 15:45;0,84
09.04.2024 16:00;0,84
09.04.2024 16:15;1,64
09.04.2024 16:30;1,64
09.04.2024 16:45;1,16
09.04.2024 17:00;0,01
09.04.2024 17:15;-0,44
09.04.2024 17:30;-1,1
09.04.2024 17:45;-3,11
09.04.2024 18:00;-3,19
09.04.2024 18:15;-3,56
09.04.2024 18:30;-9,67
09.04.2024 18:45;-10,83
09.04.2024 19:00;-10,41
09.04.2024 19:15;-10,85
09.04.2024 19:30;-10,32
09.04.2024 19:45;-10,44
09.04.2024 20:00;-10,68
09.04.2024 20:15;-10,13
09.04.2024 20:30;-10,38
09.04.2024 20:45;-10,22
09.04.2024 21:00;-10,08
09.04.2024 21:15;-6,38
09.04.2024 21:30;-3,24
09.04.2024 21:45;-3,42
09.04.2024 22:00;-3,5
09.04.2024 22:15;-3,7
09.04.2024 22:30;-3,38
09.04.2024 22:45;-3,28
09.04.2024 23:00;-3,42
09.04.2024 23:15;-3,51
09.04.2024 23:30;-1,29
09.04.2024 23:45;-0,53
10.04.2024 00:00;-0,39
10.04.2024 00:15;-0,13
10.04.2024 00:30;-0,3
10.04.2024 00:45;-0,84
10.04.2024 01:00;-0,86
10.04.2024 01:15;-1,54
10.04.2024 01:30;-0,3
10.04.2024 01:45;-0,16
10.04.2024 02:00;-0,3
10.04.2024 02:15;-0,21
10.04.2024 02:30;-0,3
10.04.2024 02:45;-0,17
10.04.2024 03:00;-0,9
10.04.2024 03:15;-3,32
10.04.2024 03:30;-3,87
10.04.2024 03:45;-2,65
10.04.2024 04:00;-4,28
10.04.2024 04:15;-5,49
10.04.2024 04:30;-5,6
10.04.2024 04:45;-6,55
10.04.2024 05:00;-6,89
10.04.2024 05:15;-8,17
10.04.2024 05:30;-5,68
10.04.2024 05:45;-6,59
10.04.2024 06:00;-6,68
10.04.2024 06:15;-5,19
